Study_ID,Author_year,Publication_year,Country_firstAuthor,Effect_ID,Species_common,Species_Scientific,Invertebrate_vertebrate,Fish_mollusc,Moisture_loss_in_percent,PFAS_type,PFAS_carbon_chain,linear_total,Choice_of_9,Cooking_method,Cooking_Category,Comments_cooking,Temperature_in_Celsius,Length_cooking_time_in_s,Water,Oil,Oil_type,Volume_liquid_ml,Volume_liquid_ml_0,Ratio_liquid_fish,Weigh_g_sample,Cohort_ID,Cohort_comment,Cohort_comment_2,Nc,Pooled_Nc,Unit_PFAS_conc,Mc,Mc_comment,Sc,sd,Sc_technical_biological,Ne,Pooled_Ne,Me,Me_comment,Se,Se_technical_biological,If_technical_how_many,Unit_LOD_LOQ,LOD,LOQ,Design,DataSource,Raw_data_provided,General_comments,checked
F006,Hu_2020,2020,China,E176,Grass carp,Ctenopharyngodon idell,vertebrate,freshwater fish,14.38,PFHxS,6,,Yes,Steaming,water-based,on a stainless-steel plate in a steamer,100,480,Yes,No,NA,NA,NA,NA,70,C026,Shared control,NA,5,5,ng/g,1.809294872,NA,2.382741926,sd,biological,5,5,0.868589744,NA,0.303,biological,Not specified,ng/g,Not provided,0.155,Dependent,Figure 3,No,"We used meta-digitize to get effect sizes, and used boxplot-option to calculate sd, also we assumed that individual fish were not pooled, but each fish was measured individually, we also assumed that the sd provided was biological.",
F006,Hu_2020,2020,China,E177,Grass carp,Ctenopharyngodon idell,vertebrate,freshwater fish,14.38,FOSA,8,,Yes,Steaming,water-based,on a stainless-steel plate in a steamer,100,480,Yes,No,NA,NA,NA,NA,70,C026,Shared control,NA,5,5,ng/g,2.599043716,NA,1.688925302,sd,biological,5,5,2.383879781,NA,1.290418258,biological,Not specified,ng/g,Not provided,0.026,Dependent,Figure 3,No,"We used meta-digitize to get effect sizes, and used boxplot-option to calculate sd, also we assumed that individual fish were not pooled, but each fish was measured individually, we also assumed that the sd provided was biological.",
F006,Hu_2020,2020,China,E178,Grass carp,Ctenopharyngodon idell,vertebrate,freshwater fish,16.48,PFBA,3,,No,Boiling,water-based,NA,100,120,Yes,No,NA,300,300,4.285714286,70,C027,Shared control,NA,5,5,ng/g,6.961942257,NA,7.419390729,sd,biological,5,5,4.914698163,NA,7.434,biological,Not specified,ng/g,Not provided,12.2,Dependent,Figure 3,No,"We used meta-digitize to get effect sizes, and used boxplot-option to calculate sd, also we assumed that individual fish were not pooled, but each fish was measured individually, we also assumed that the sd provided was biological.",
F006,Hu_2020,2020,China,E179,Grass carp,Ctenopharyngodon idell,vertebrate,freshwater fish,16.48,PFOA,8,,Yes,Boiling,water-based,NA,100,120,Yes,No,NA,300,300,4.285714286,70,C027,Shared control,NA,5,5,ng/g,0.209841009,NA,0.15603319,sd,biological,5,5,0.193256579,NA,0.071,biological,Not specified,ng/g,Not provided,0.226,Dependent,Figure 3,No,"We used meta-digitize to get effect sizes, and used boxplot-option to calculate sd, also we assumed that individual fish were not pooled, but each fish was measured individually, we also assumed that the sd provided was biological.",
F006,Hu_2020,2020,China,E180,Grass carp,Ctenopharyngodon idell,vertebrate,freshwater fish,16.48,PFBS,4,,Yes,Boiling,water-based,NA,100,120,Yes,No,NA,300,300,4.285714286,70,C027,Shared control,NA,5,5,ng/g,24.87534626,NA,23.98897534,sd,biological,5,5,10.82306796,NA,7.461,biological,Not specified,ng/g,Not provided,1.01,Dependent,Figure 3,No,"We used meta-digitize to get effect sizes, and used boxplot-option to calculate sd, also we assumed that individual fish were not pooled, but each fish was measured individually, we also assumed that the sd provided was biological.",
F006,Hu_2020,2020,China,E181,Grass carp,Ctenopharyngodon idell,vertebrate,freshwater fish,16.48,PFOS,8,,Yes,Boiling,water-based,NA,100,120,Yes,No,NA,300,300,4.285714286,70,C027,Shared control,NA,5,5,ng/g,86.68903803,NA,39.45920272,sd,biological,5,5,97.73489933,NA,23.173,biological,Not specified,ng/g,Not provided,1.57,Dependent,Figure 3,No,"We used meta-digitize to get effect sizes, and used boxplot-option to calculate sd, also we assumed that individual fish were not pooled, but each fish was measured individually, we also assumed that the sd provided was biological.",
F006,Hu_2020,2020,China,E182,Grass carp,Ctenopharyngodon idell,vertebrate,freshwater fish,16.48,PFHpA,7,,No,Boiling,water-based,NA,100,120,Yes,No,NA,300,300,4.285714286,70,C027,Shared control,NA,5,5,ng/g,24.29805616,NA,30.61298349,sd,biological,5,5,13.71490281,NA,23.604,biological,Not specified,ng/g,Not provided,0.47,Dependent,Figure 3,No,"We used meta-digitize to get effect sizes, and used boxplot-option to calculate sd, also we assumed that individual fish were not pooled, but each fish was measured individually, we also assumed that the sd provided was biological.",
F006,Hu_2020,2020,China,E183,Grass carp,Ctenopharyngodon idell,vertebrate,freshwater fish,16.48,PFDoDA,12,,No,Boiling,water-based,NA,100,120,Yes,No,NA,300,300,4.285714286,70,C027,Shared control,NA,5,5,ng/g,1.568030973,NA,0.559953818,sd,biological,5,5,2.353429204,NA,2.484,biological,Not specified,ng/g,Not provided,0.093,Dependent,Figure 3,No,"We used meta-digitize to get effect sizes, and used boxplot-option to calculate sd, also we assumed that individual fish were not pooled, but each fish was measured individually, we also assumed that the sd provided was biological.",
F006,Hu_2020,2020,China,E184,Grass carp,Ctenopharyngodon idell,vertebrate,freshwater fish,16.48,PFHxS,6,,Yes,Boiling,water-based,NA,100,120,Yes,No,NA,300,300,4.285714286,70,C027,Shared control,NA,5,5,ng/g,1.809294872,NA,2.382741926,sd,biological,5,5,0.650641026,NA,0.108,biological,Not specified,ng/g,Not provided,0.155,Dependent,Figure 3,No,"We used meta-digitize to get effect sizes, and used boxplot-option to calculate sd, also we assumed that individual fish were not pooled, but each fish was measured individually, we also assumed that the sd provided was biological.",
F006,Hu_2020,2020,China,E185,Grass carp,Ctenopharyngodon idell,vertebrate,freshwater fish,16.48,FOSA,8,,Yes,Boiling,water-based,NA,100,120,Yes,No,NA,300,300,4.285714286,70,C027,Shared control,NA,5,5,ng/g,2.599043716,NA,1.688925302,sd,biological,5,5,2.254098361,NA,1.248,biological,Not specified,ng/g,Not provided,0.026,Dependent,Figure 3,No,"We used meta-digitize to get effect sizes, and used boxplot-option to calculate sd, also we assumed that individual fish were not pooled, but each fish was measured individually, we also assumed that the sd provided was biological.",
F006,Hu_2020,2020,China,E186,Grass carp,Ctenopharyngodon idell,vertebrate,freshwater fish,23.14,PFBA,3,,No,Frying,oil-based,In a stainless-steel pan,180,150,No,Yes,Not specified,100,100,1.428571429,70,C028,Shared control,NA,5,5,ng/g,6.961942257,NA,7.419390729,sd,biological,5,5,7.906824147,NA,9.381,biological,Not specified,ng/g,Not provided,12.2,Dependent,Figure 3,No,"We used meta-digitize to get effect sizes, and used boxplot-option to calculate sd, also we assumed that individual fish were not pooled, but each fish was measured individually, we also assumed that the sd provided was biological.",
F006,Hu_2020,2020,China,E187,Grass carp,Ctenopharyngodon idell,vertebrate,freshwater fish,23.14,PFOA,8,,Yes,Frying,oil-based,In a stainless-steel pan,180,150,No,Yes,Not specified,100,100,1.428571429,70,C028,Shared control,NA,5,5,ng/g,0.209841009,NA,0.15603319,sd,biological,5,5,0.230811404,NA,0.154,biological,Not specified,ng/g,Not provided,0.226,Dependent,Figure 3,No,"We used meta-digitize to get effect sizes, and used boxplot-option to calculate sd, also we assumed that individual fish were not pooled, but each fish was measured individually, we also assumed that the sd provided was biological.",
F006,Hu_2020,2020,China,E188,Grass carp,Ctenopharyngodon idell,vertebrate,freshwater fish,23.14,PFBS,4,,Yes,Frying,oil-based,In a stainless-steel pan,180,150,No,Yes,Not specified,100,100,1.428571429,70,C028,Shared control,NA,5,5,ng/g,24.87534626,NA,23.98897534,sd,biological,5,5,9.865721955,NA,5.801,biological,Not specified,ng/g,Not provided,1.01,Dependent,Figure 3,No,"We used meta-digitize to get effect sizes, and used boxplot-option to calculate sd, also we assumed that individual fish were not pooled, but each fish was measured individually, we also assumed that the sd provided was biological.",
F006,Hu_2020,2020,China,E189,Grass carp,Ctenopharyngodon idell,vertebrate,freshwater fish,23.14,PFOS,8,,Yes,Frying,oil-based,In a stainless-steel pan,180,150,No,Yes,Not specified,100,100,1.428571429,70,C028,Shared control,NA,5,5,ng/g,86.68903803,NA,39.45920272,sd,biological,5,5,134.4379195,NA,58.054,biological,Not specified,ng/g,Not provided,1.57,Dependent,Figure 3,No,"We used meta-digitize to get effect sizes, and used boxplot-option to calculate sd, also we assumed that individual fish were not pooled, but each fish was measured individually, we also assumed that the sd provided was biological.",
F006,Hu_2020,2020,China,E190,Grass carp,Ctenopharyngodon idell,vertebrate,freshwater fish,23.14,PFHpA,7,,No,Frying,oil-based,In a stainless-steel pan,180,150,No,Yes,Not specified,100,100,1.428571429,70,C028,Shared control,NA,5,5,ng/g,24.29805616,NA,30.61298349,sd,biological,5,5,23.70410367,NA,35.93,biological,Not specified,ng/g,Not provided,0.47,Dependent,Figure 3,No,"We used meta-digitize to get effect sizes, and used boxplot-option to calculate sd, also we assumed that individual fish were not pooled, but each fish was measured individually, we also assumed that the sd provided was biological.",
F006,Hu_2020,2020,China,E191,Grass carp,Ctenopharyngodon idell,vertebrate,freshwater fish,23.14,PFDoDA,12,,No,Frying,oil-based,In a stainless-steel pan,180,150,No,Yes,Not specified,100,100,1.428571429,70,C028,Shared control,NA,5,5,ng/g,1.568030973,NA,0.559953818,sd,biological,5,5,2.873340708,NA,2.747,biological,Not specified,ng/g,Not provided,0.093,Dependent,Figure 3,No,"We used meta-digitize to get effect sizes, and used boxplot-option to calculate sd, also we assumed that individual fish were not pooled, but each fish was measured individually, we also assumed that the sd provided was biological.",
F006,Hu_2020,2020,China,E192,Grass carp,Ctenopharyngodon idell,vertebrate,freshwater fish,23.14,PFHxS,6,,Yes,Frying,oil-based,In a stainless-steel pan,180,150,No,Yes,Not specified,100,100,1.428571429,70,C028,Shared control,NA,5,5,ng/g,1.809294872,NA,2.382741926,sd,biological,5,5,1.16025641,NA,0.738,biological,Not specified,ng/g,Not provided,0.155,Dependent,Figure 3,No,"We used meta-digitize to get effect sizes, and used boxplot-option to calculate sd, also we assumed that individual fish were not pooled, but each fish was measured individually, we also assumed that the sd provided was biological.",
F006,Hu_2020,2020,China,E193,Grass carp,Ctenopharyngodon idell,vertebrate,freshwater fish,23.14,FOSA,8,,Yes,Frying,oil-based,In a stainless-steel pan,180,150,No,Yes,Not specified,100,100,1.428571429,70,C028,Shared control,NA,5,5,ng/g,2.599043716,NA,1.688925302,sd,biological,5,5,3.75,NA,3.741,biological,Not specified,ng/g,Not provided,0.026,Dependent,Figure 3,No,"We used meta-digitize to get effect sizes, and used boxplot-option to calculate sd, also we assumed that individual fish were not pooled, but each fish was measured individually, we also assumed that the sd provided was biological.",
F006,Hu_2020,2020,China,E194,Grass carp,Ctenopharyngodon idell,vertebrate,freshwater fish,21.31,PFBA,3,,No,Grilling,oil-based,Domestic electric oven set to broil,210,600,No,Yes,Not specified,10,10,0.142857143,70,C029,Shared control,NA,5,5,ng/g,6.961942257,NA,7.419390729,sd,biological,5,5,4.849081365,NA,6.93,biological,Not specified,ng/g,Not provided,12.2,Dependent,Figure 3,No,"We used meta-digitize to get effect sizes, and used boxplot-option to calculate sd, also we assumed that individual fish were not pooled, but each fish was measured individually, we also assumed that the sd provided was biological.",
F006,Hu_2020,2020,China,E195,Grass carp,Ctenopharyngodon idell,vertebrate,freshwater fish,21.31,PFOA,8,,Yes,Grilling,oil-based,Domestic electric oven set to broil,210,600,No,Yes,Not specified,10,10,0.142857143,70,C029,Shared control,NA,5,5,ng/g,0.209841009,NA,0.15603319,sd,biological,5,5,0.165296053,NA,0.063,biological,Not specified,ng/g,Not provided,0.226,Dependent,Figure 3,No,"We used meta-digitize to get effect sizes, and used boxplot-option to calculate sd, also we assumed that individual fish were not pooled, but each fish was measured individually, we also assumed that the sd provided was biological.",
F006,Hu_2020,2020,China,E196,Grass carp,Ctenopharyngodon idell,vertebrate,freshwater fish,21.31,PFBS,4,,Yes,Grilling,oil-based,Domestic electric oven set to broil,210,600,No,Yes,Not specified,10,10,0.142857143,70,C029,Shared control,NA,5,5,ng/g,24.87534626,NA,23.98897534,sd,biological,5,5,7.537630539,NA,1.502,biological,Not specified,ng/g,Not provided,1.01,Dependent,Figure 3,No,"We used meta-digitize to get effect sizes, and used boxplot-option to calculate sd, also we assumed that individual fish were not pooled, but each fish was measured individually, we also assumed that the sd provided was biological.",
F006,Hu_2020,2020,China,E197,Grass carp,Ctenopharyngodon idell,vertebrate,freshwater fish,21.31,PFOS,8,,Yes,Grilling,oil-based,Domestic electric oven set to broil,210,600,No,Yes,Not specified,10,10,0.142857143,70,C029,Shared control,NA,5,5,ng/g,86.68903803,NA,39.45920272,sd,biological,5,5,121.7142058,NA,62.557,biological,Not specified,ng/g,Not provided,1.57,Dependent,Figure 3,No,"We used meta-digitize to get effect sizes, and used boxplot-option to calculate sd, also we assumed that individual fish were not pooled, but each fish was measured individually, we also assumed that the sd provided was biological.",
F006,Hu_2020,2020,China,E198,Grass carp,Ctenopharyngodon idell,vertebrate,freshwater fish,21.31,PFHpA,7,,No,Grilling,oil-based,Domestic electric oven set to broil,210,600,No,Yes,Not specified,10,10,0.142857143,70,C029,Shared control,NA,5,5,ng/g,24.29805616,NA,30.61298349,sd,biological,5,5,10.09719222,NA,16.49,biological,Not specified,ng/g,Not provided,0.47,Dependent,Figure 3,No,"We used meta-digitize to get effect sizes, and used boxplot-option to calculate sd, also we assumed that individual fish were not pooled, but each fish was measured individually, we also assumed that the sd provided was biological.",
F006,Hu_2020,2020,China,E199,Grass carp,Ctenopharyngodon idell,vertebrate,freshwater fish,21.31,PFDoDA,12,,No,Grilling,oil-based,Domestic electric oven set to broil,210,600,No,Yes,Not specified,10,10,0.142857143,70,C029,Shared control,NA,5,5,ng/g,1.568030973,NA,0.559953818,sd,biological,5,5,2.912057522,NA,3.36,biological,Not specified,ng/g,Not provided,0.093,Dependent,Figure 3,No,"We used meta-digitize to get effect sizes, and used boxplot-option to calculate sd, also we assumed that individual fish were not pooled, but each fish was measured individually, we also assumed that the sd provided was biological.",
F006,Hu_2020,2020,China,E200,Grass carp,Ctenopharyngodon idell,vertebrate,freshwater fish,21.31,PFHxS,6,,Yes,Grilling,oil-based,Domestic electric oven set to broil,210,600,No,Yes,Not specified,10,10,0.142857143,70,C029,Shared control,NA,5,5,ng/g,1.809294872,NA,2.382741926,sd,biological,5,5,0.825320513,NA,0.254,biological,Not specified,ng/g,Not provided,0.155,Dependent,Figure 3,No,"We used meta-digitize to get effect sizes, and used boxplot-option to calculate sd, also we assumed that individual fish were not pooled, but each fish was measured individually, we also assumed that the sd provided was biological.",
F006,Hu_2020,2020,China,E201,Grass carp,Ctenopharyngodon idell,vertebrate,freshwater fish,21.31,FOSA,8,,Yes,Grilling,oil-based,Domestic electric oven set to broil,210,600,No,Yes,Not specified,10,10,0.142857143,70,C029,Shared control,NA,5,5,ng/g,2.599043716,NA,1.688925302,sd,biological,5,5,2.281420765,NA,0.43,biological,Not specified,ng/g,Not provided,0.026,Dependent,Figure 3,No,"We used meta-digitize to get effect sizes, and used boxplot-option to calculate sd, also we assumed that individual fish were not pooled, but each fish was measured individually, we also assumed that the sd provided was biological.",
F007,Kim_2020,2020,Korea,E202,Mackerel,Scomber japonicus,vertebrate,marine fish,NA,PFOA,8,,Yes,Grilling,oil-based,NA,?,360,No,Yes,Not specified,5,5,0.05,100,C030,Shared control,NA,10,1,ng/g,0.07,NA,0.01,sd,technical,10,1,0.02,LOD,NA,technical,Not specified,ng/g,0.02 to 0.09,0.08 to 0.27,Dependent,Table 2,No,"We assumed the lowest value (0.02) for LOD. Weight of fish sample per batch: We follow the cooking instructions of table 1. We assume one piece of fish was used per batched. For volume of cooking liquid: 1 cup is 250 ml, accordingly for table spoon etc.",ML
F007,Kim_2020,2020,Korea,E203,Mackerel,Scomber japonicus,vertebrate,marine fish,NA,PFOA,8,,Yes,Braising,water-based,NA,100,1500,Yes,No,NA,250,250,2.5,100,C031,Shared control,NA,10,1,ng/g,0.07,NA,0.01,sd,technical,10,1,0.11,NA,0,technical,Not specified,ng/g,0.02 to 0.09,0.08 to 0.27,Dependent,Table 2,No,We assumed the lowest value (0.02) for LOD. Weight of fish sample per batch: We follow the cooking instructions of table 1. We assume one piece of fish was used per batched. ,
F007,Kim_2020,2020,Korea,E204,Mackerel,Scomber japonicus,vertebrate,marine fish,NA,PFOA,8,,Yes,Steaming,water-based,NA,100,900,Yes,No,NA,250,250,2.5,100,C032,Shared control,NA,10,1,ng/g,0.07,NA,0.01,sd,technical,10,1,0.02,NA,NA,technical,Not specified,ng/g,0.02 to 0.09,0.08 to 0.27,Dependent,Table 2,No,We assumed the lowest value (0.02) for LOD. Weight of fish sample per batch: We follow the cooking instructions of table 1. We assume one piece of fish was used per batched. ,
F007,Kim_2020,2020,Korea,E205,Mackerel,Scomber japonicus,vertebrate,marine fish,NA,PFOA,8,,Yes,Frying,oil-based,NA,160,300,No,Yes,Not specified,750,750,7.5,100,C033,Shared control,NA,10,1,ng/g,0.07,NA,0.01,sd,technical,10,1,0.09,NA,0.06,technical,Not specified,ng/g,0.02 to 0.09,0.08 to 0.27,Dependent,Table 2,No,We assumed the lowest value (0.02) for LOD. Weight of fish sample per batch: We follow the cooking instructions of table 1. We assume one piece of fish was used per batched. ,
