"Study_ID","Author_year","Publication_year","Country_firstAuthor","Effect_ID","Species_common","Species_Scientific","Invertebrate_vertebrate","Weight_sample_g","PFAS_type","PFAS_carbon_chain","linear_total","Choice_of_9","Cooking_method","Cooking_Category","Comments_cooking","Temperature_in_Celsius","Length_cooking_time_in_s","Water","Oil","Oil_type","Volume_liquid_ml","Cohort_ID","Cohort_comment","Nc","Pooled_Nc","Unit_PFAS_conc","Mc","Mc_comment","Sc","sd","Sc_technical_biological","Ne","Pooled_Ne","Me","Me_comment","Se","Se_technical_biological","If_technical_how_many","Unit_LOD_LOQ","LOD","LOQ","Design","DataSource","Raw_data_provided","General_comments","checked"
"F006","Hu_2020",2020,"China","E173","Grass carp","Ctenopharyngodon idell","vertebrate",NA,"PFOS",8,NA,"Yes","Steaming","water-based","on a stainless-steel plate in a steamer",100,480,"Yes","No","NA",NA,"C026","NA",5,5,"ng/g",86.6890380313199,"NA",39.4592027212171,"sd","biological",5,5,122.413310961969,"NA",62.4690571914642,"biological",NA,"ng/g","Not provided","1.57","Shared control","Figure 3","No","We used meta-digitize to get effect sizes, and used boxplot-option to calculate sd, also we assumed that individual fish were not pooled, but each fish was measured individually, we also assumed that the sd provided was biological.",NA
"F006","Hu_2020",2020,"China","E174","Grass carp","Ctenopharyngodon idell","vertebrate",NA,"PFHpA",7,NA,"No","Steaming","water-based","on a stainless-steel plate in a steamer",100,480,"Yes","No","NA",NA,"C026","NA",5,5,"ng/g",24.2980561555076,"NA",30.6129834917072,"sd","biological",5,5,55.3995680345572,"NA",55.3995680345572,"biological",NA,"ng/g","Not provided","0.47","Shared control","Figure 3","No","We used meta-digitize to get effect sizes, and used boxplot-option to calculate sd, also we assumed that individual fish were not pooled, but each fish was measured individually, we also assumed that the sd provided was biological.",NA
"F006","Hu_2020",2020,"China","E175","Grass carp","Ctenopharyngodon idell","vertebrate",NA,"PFDoDA",12,NA,"No","Steaming","water-based","on a stainless-steel plate in a steamer",100,480,"Yes","No","NA",NA,"C026","NA",5,5,"ng/g",1.56803097345133,"NA",0.559953817785085,"sd","biological",5,5,2.26769911504425,"NA",1.53341642355885,"biological",NA,"ng/g","Not provided","0.093","Shared control","Figure 3","No","We used meta-digitize to get effect sizes, and used boxplot-option to calculate sd, also we assumed that individual fish were not pooled, but each fish was measured individually, we also assumed that the sd provided was biological.",NA
"F006","Hu_2020",2020,"China","E176","Grass carp","Ctenopharyngodon idell","vertebrate",NA,"PFHxS",6,NA,"Yes","Steaming","water-based","on a stainless-steel plate in a steamer",100,480,"Yes","No","NA",NA,"C026","NA",5,5,"ng/g",1.80929487179487,"NA",2.38274192571393,"sd","biological",5,5,0.868589743589743,"NA",0.303443080306827,"biological",NA,"ng/g","Not provided","0.155","Shared control","Figure 3","No","We used meta-digitize to get effect sizes, and used boxplot-option to calculate sd, also we assumed that individual fish were not pooled, but each fish was measured individually, we also assumed that the sd provided was biological.",NA
"F006","Hu_2020",2020,"China","E177","Grass carp","Ctenopharyngodon idell","vertebrate",NA,"FOSA",8,NA,"Yes","Steaming","water-based","on a stainless-steel plate in a steamer",100,480,"Yes","No","NA",NA,"C026","NA",5,5,"ng/g",2.599043715847,"NA",1.68892530218761,"sd","biological",5,5,2.38387978142077,"NA",1.29041825775674,"biological",NA,"ng/g","Not provided","0.026","Shared control","Figure 3","No","We used meta-digitize to get effect sizes, and used boxplot-option to calculate sd, also we assumed that individual fish were not pooled, but each fish was measured individually, we also assumed that the sd provided was biological.",NA
"F006","Hu_2020",2020,"China","E178","Grass carp","Ctenopharyngodon idell","vertebrate",NA,"PFBA",3,NA,"No","Boiling","water-based","NA",100,120,"Yes","No","NA",300,"C027","NA",5,5,"ng/g",6.96194225721785,"NA",7.41939072899355,"sd","biological",5,5,4.91469816272966,"NA",7.43446635121082,"biological",NA,"ng/g","Not provided","12.2","Shared control","Figure 3","No","We used meta-digitize to get effect sizes, and used boxplot-option to calculate sd, also we assumed that individual fish were not pooled, but each fish was measured individually, we also assumed that the sd provided was biological.",NA
"F006","Hu_2020",2020,"China","E179","Grass carp","Ctenopharyngodon idell","vertebrate",NA,"PFOA",8,NA,"Yes","Boiling","water-based","NA",100,120,"Yes","No","NA",300,"C027","NA",5,5,"ng/g",0.20984100877193,"NA",0.156033190207131,"sd","biological",5,5,0.193256578947368,"NA",0.070799847627566,"biological",NA,"ng/g","Not provided","0.226","Shared control","Figure 3","No","We used meta-digitize to get effect sizes, and used boxplot-option to calculate sd, also we assumed that individual fish were not pooled, but each fish was measured individually, we also assumed that the sd provided was biological.",NA
"F006","Hu_2020",2020,"China","E180","Grass carp","Ctenopharyngodon idell","vertebrate",NA,"PFBS",4,NA,"Yes","Boiling","water-based","NA",100,120,"Yes","No","NA",300,"C027","NA",5,5,"ng/g",24.8753462603878,"NA",23.9889753390534,"sd","biological",5,5,10.8230679578313,"NA",7.46067967497981,"biological",NA,"ng/g","Not provided","1.01","Shared control","Figure 3","No","We used meta-digitize to get effect sizes, and used boxplot-option to calculate sd, also we assumed that individual fish were not pooled, but each fish was measured individually, we also assumed that the sd provided was biological.",NA
"F006","Hu_2020",2020,"China","E181","Grass carp","Ctenopharyngodon idell","vertebrate",NA,"PFOS",8,NA,"Yes","Boiling","water-based","NA",100,120,"Yes","No","NA",300,"C027","NA",5,5,"ng/g",86.6890380313199,"NA",39.4592027212171,"sd","biological",5,5,97.734899328859,"NA",23.1725546298157,"biological",NA,"ng/g","Not provided","1.57","Shared control","Figure 3","No","We used meta-digitize to get effect sizes, and used boxplot-option to calculate sd, also we assumed that individual fish were not pooled, but each fish was measured individually, we also assumed that the sd provided was biological.",NA
"F006","Hu_2020",2020,"China","E182","Grass carp","Ctenopharyngodon idell","vertebrate",NA,"PFHpA",7,NA,"No","Boiling","water-based","NA",100,120,"Yes","No","NA",300,"C027","NA",5,5,"ng/g",24.2980561555076,"NA",30.6129834917072,"sd","biological",5,5,13.7149028077754,"NA",23.6036054674638,"biological",NA,"ng/g","Not provided","0.47","Shared control","Figure 3","No","We used meta-digitize to get effect sizes, and used boxplot-option to calculate sd, also we assumed that individual fish were not pooled, but each fish was measured individually, we also assumed that the sd provided was biological.",NA
"F006","Hu_2020",2020,"China","E183","Grass carp","Ctenopharyngodon idell","vertebrate",NA,"PFDoDA",12,NA,"No","Boiling","water-based","NA",100,120,"Yes","No","NA",300,"C027","NA",5,5,"ng/g",1.56803097345133,"NA",0.559953817785085,"sd","biological",5,5,2.35342920353983,"NA",2.48399314223353,"biological",NA,"ng/g","Not provided","0.093","Shared control","Figure 3","No","We used meta-digitize to get effect sizes, and used boxplot-option to calculate sd, also we assumed that individual fish were not pooled, but each fish was measured individually, we also assumed that the sd provided was biological.",NA
"F006","Hu_2020",2020,"China","E184","Grass carp","Ctenopharyngodon idell","vertebrate",NA,"PFHxS",6,NA,"Yes","Boiling","water-based","NA",100,120,"Yes","No","NA",300,"C027","NA",5,5,"ng/g",1.80929487179487,"NA",2.38274192571393,"sd","biological",5,5,0.650641025641025,"NA",0.10793165135428,"biological",NA,"ng/g","Not provided","0.155","Shared control","Figure 3","No","We used meta-digitize to get effect sizes, and used boxplot-option to calculate sd, also we assumed that individual fish were not pooled, but each fish was measured individually, we also assumed that the sd provided was biological.",NA
"F006","Hu_2020",2020,"China","E185","Grass carp","Ctenopharyngodon idell","vertebrate",NA,"FOSA",8,NA,"Yes","Boiling","water-based","NA",100,120,"Yes","No","NA",300,"C027","NA",5,5,"ng/g",2.599043715847,"NA",1.68892530218761,"sd","biological",5,5,2.25409836065574,"NA",1.24841669250934,"biological",NA,"ng/g","Not provided","0.026","Shared control","Figure 3","No","We used meta-digitize to get effect sizes, and used boxplot-option to calculate sd, also we assumed that individual fish were not pooled, but each fish was measured individually, we also assumed that the sd provided was biological.",NA
"F006","Hu_2020",2020,"China","E186","Grass carp","Ctenopharyngodon idell","vertebrate",NA,"PFBA",3,NA,"No","Frying","oil-based","In a stainless-steel pan",180,150,"No","Yes","Not specified",100,"C028","NA",5,5,"ng/g",6.96194225721785,"NA",7.41939072899355,"sd","biological",5,5,7.90682414698163,"NA",9.38126788752568,"biological",NA,"ng/g","Not provided","12.2","Shared control","Figure 3","No","We used meta-digitize to get effect sizes, and used boxplot-option to calculate sd, also we assumed that individual fish were not pooled, but each fish was measured individually, we also assumed that the sd provided was biological.",NA
"F006","Hu_2020",2020,"China","E187","Grass carp","Ctenopharyngodon idell","vertebrate",NA,"PFOA",8,NA,"Yes","Frying","oil-based","In a stainless-steel pan",180,150,"No","Yes","Not specified",100,"C028","NA",5,5,"ng/g",0.20984100877193,"NA",0.156033190207131,"sd","biological",5,5,0.230811403508772,"NA",0.15414683836569,"biological",NA,"ng/g","Not provided","0.226","Shared control","Figure 3","No","We used meta-digitize to get effect sizes, and used boxplot-option to calculate sd, also we assumed that individual fish were not pooled, but each fish was measured individually, we also assumed that the sd provided was biological.",NA
"F006","Hu_2020",2020,"China","E188","Grass carp","Ctenopharyngodon idell","vertebrate",NA,"PFBS",4,NA,"Yes","Frying","oil-based","In a stainless-steel pan",180,150,"No","Yes","Not specified",100,"C028","NA",5,5,"ng/g",24.8753462603878,"NA",23.9889753390534,"sd","biological",5,5,9.86572195497212,"NA",5.80149261569666,"biological",NA,"ng/g","Not provided","1.01","Shared control","Figure 3","No","We used meta-digitize to get effect sizes, and used boxplot-option to calculate sd, also we assumed that individual fish were not pooled, but each fish was measured individually, we also assumed that the sd provided was biological.",NA
"F006","Hu_2020",2020,"China","E189","Grass carp","Ctenopharyngodon idell","vertebrate",NA,"PFOS",8,NA,"Yes","Frying","oil-based","In a stainless-steel pan",180,150,"No","Yes","Not specified",100,"C028","NA",5,5,"ng/g",86.6890380313199,"NA",39.4592027212171,"sd","biological",5,5,134.437919463087,"NA",58.0538018983599,"biological",NA,"ng/g","Not provided","1.57","Shared control","Figure 3","No","We used meta-digitize to get effect sizes, and used boxplot-option to calculate sd, also we assumed that individual fish were not pooled, but each fish was measured individually, we also assumed that the sd provided was biological.",NA
"F006","Hu_2020",2020,"China","E190","Grass carp","Ctenopharyngodon idell","vertebrate",NA,"PFHpA",7,NA,"No","Frying","oil-based","In a stainless-steel pan",180,150,"No","Yes","Not specified",100,"C028","NA",5,5,"ng/g",24.2980561555076,"NA",30.6129834917072,"sd","biological",5,5,23.7041036717063,"NA",35.9297366703746,"biological",NA,"ng/g","Not provided","0.47","Shared control","Figure 3","No","We used meta-digitize to get effect sizes, and used boxplot-option to calculate sd, also we assumed that individual fish were not pooled, but each fish was measured individually, we also assumed that the sd provided was biological.",NA
"F006","Hu_2020",2020,"China","E191","Grass carp","Ctenopharyngodon idell","vertebrate",NA,"PFDoDA",12,NA,"No","Frying","oil-based","In a stainless-steel pan",180,150,"No","Yes","Not specified",100,"C028","NA",5,5,"ng/g",1.56803097345133,"NA",0.559953817785085,"sd","biological",5,5,2.8733407079646,"NA",2.74700611300677,"biological",NA,"ng/g","Not provided","0.093","Shared control","Figure 3","No","We used meta-digitize to get effect sizes, and used boxplot-option to calculate sd, also we assumed that individual fish were not pooled, but each fish was measured individually, we also assumed that the sd provided was biological.",NA
"F006","Hu_2020",2020,"China","E192","Grass carp","Ctenopharyngodon idell","vertebrate",NA,"PFHxS",6,NA,"Yes","Frying","oil-based","In a stainless-steel pan",180,150,"No","Yes","Not specified",100,"C028","NA",5,5,"ng/g",1.80929487179487,"NA",2.38274192571393,"sd","biological",5,5,1.16025641025641,"NA",0.737564722562538,"biological",NA,"ng/g","Not provided","0.155","Shared control","Figure 3","No","We used meta-digitize to get effect sizes, and used boxplot-option to calculate sd, also we assumed that individual fish were not pooled, but each fish was measured individually, we also assumed that the sd provided was biological.",NA
"F006","Hu_2020",2020,"China","E193","Grass carp","Ctenopharyngodon idell","vertebrate",NA,"FOSA",8,NA,"Yes","Frying","oil-based","In a stainless-steel pan",180,150,"No","Yes","Not specified",100,"C028","NA",5,5,"ng/g",2.599043715847,"NA",1.68892530218761,"sd","biological",5,5,3.75,"NA",3.74113623614159,"biological",NA,"ng/g","Not provided","0.026","Shared control","Figure 3","No","We used meta-digitize to get effect sizes, and used boxplot-option to calculate sd, also we assumed that individual fish were not pooled, but each fish was measured individually, we also assumed that the sd provided was biological.",NA
"F006","Hu_2020",2020,"China","E194","Grass carp","Ctenopharyngodon idell","vertebrate",NA,"PFBA",3,NA,"No","Grilling","oil-based","Domestic electric oven set to broil",210,600,"No","Yes","Not specified",10,"C029","NA",5,5,"ng/g",6.96194225721785,"NA",7.41939072899355,"sd","biological",5,5,4.8490813648294,"NA",6.9303363,"biological",NA,"ng/g","Not provided","12.2","Shared control","Figure 3","No","We used meta-digitize to get effect sizes, and used boxplot-option to calculate sd, also we assumed that individual fish were not pooled, but each fish was measured individually, we also assumed that the sd provided was biological.",NA
"F006","Hu_2020",2020,"China","E195","Grass carp","Ctenopharyngodon idell","vertebrate",NA,"PFOA",8,NA,"Yes","Grilling","oil-based","Domestic electric oven set to broil",210,600,"No","Yes","Not specified",10,"C029","NA",5,5,"ng/g",0.20984100877193,"NA",0.156033190207131,"sd","biological",5,5,0.165296052631579,"NA",0.0630496015848146,"biological",NA,"ng/g","Not provided","0.226","Shared control","Figure 3","No","We used meta-digitize to get effect sizes, and used boxplot-option to calculate sd, also we assumed that individual fish were not pooled, but each fish was measured individually, we also assumed that the sd provided was biological.",NA
"F006","Hu_2020",2020,"China","E196","Grass carp","Ctenopharyngodon idell","vertebrate",NA,"PFBS",4,NA,"Yes","Grilling","oil-based","Domestic electric oven set to broil",210,600,"No","Yes","Not specified",10,"C029","NA",5,5,"ng/g",24.8753462603878,"NA",23.9889753390534,"sd","biological",5,5,7.53763053892809,"NA",1.50226318958507,"biological",NA,"ng/g","Not provided","1.01","Shared control","Figure 3","No","We used meta-digitize to get effect sizes, and used boxplot-option to calculate sd, also we assumed that individual fish were not pooled, but each fish was measured individually, we also assumed that the sd provided was biological.",NA
